'x','y','生态类型','瓦片类型'
41,11,land,default
41,12,land,default
41,13,land,default
41,14,land,default
41,15,land,default
41,16,land,default
41,17,land,default
41,18,land,default
41,19,land,default
41,20,land,default
41,21,land,default
41,22,land,default
41,23,land,default
41,24,sea,water
41,25,sea,water
41,26,sea,water
41,27,sea,water
41,28,sea,water
41,29,sea,water
41,30,sea,water
41,31,sea,water
41,32,sea,water
41,33,sea,water
41,34,land,stone
41,35,land,stone
41,36,land,stone
41,37,land,stone
41,38,land,stone
41,39,land,stone
41,40,land,stone
41,41,land,stone
41,42,land,stone
41,43,land,stone
41,44,land,stone
41,45,land,stone
41,46,land,stone
41,47,land,stone
41,48,land,stone
41,49,land,stone
41,50,land,stone
41,51,land,stone
41,52,land,stone
41,53,land,stone
41,54,land,stone
41,55,land,stone
41,56,land,stone
41,57,land,stone
41,58,land,stone
41,59,land,stone
41,60,land,stone
41,61,land,stone
41,62,land,stone
41,63,land,stone
41,64,land,stone
41,65,land,stone
41,66,land,stone
41,67,land,stone
41,68,land,stone
41,69,land,stone
41,70,land,stone
41,71,land,default
41,72,land,default
41,73,land,default
41,74,land,default
41,75,land,default
41,76,land,default
41,77,land,default
41,78,land,default
41,79,land,default
41,80,land,default
41,81,land,default
41,82,land,default
41,83,land,default
41,84,sea,water
41,85,sea,water
41,86,sea,water
41,87,sea,water
41,88,sea,water
41,89,sea,water
41,90,sea,water
41,91,sea,water
41,92,sea,water
41,93,sea,water
41,94,sea,water
41,95,land,default
41,96,land,default
41,97,land,default
41,98,land,default
41,99,land,default
42,0,land,default
42,1,land,default
42,2,land,default
42,3,land,default
42,4,land,default
42,5,land,default
42,6,land,default
42,7,land,default
42,8,land,default
42,9,land,default
42,10,land,default
42,11,land,default
42,12,land,default
42,13,land,default
42,14,land,default
42,15,land,default
42,16,land,default
42,17,land,default
42,18,land,default
42,19,land,default
42,20,land,default
42,21,land,default
42,22,land,default
42,23,land,default
42,24,sea,water
42,25,sea,water
42,26,sea,water
42,27,sea,water
42,28,sea,water
42,29,sea,water
42,30,sea,water
42,31,sea,water
42,32,sea,water
42,33,sea,water
42,34,land,stone
42,35,land,stone
42,36,land,stone
42,37,land,stone
42,38,land,stone
42,39,land,stone
42,40,land,stone
42,41,land,stone
42,42,land,stone
42,43,land,stone
42,44,land,stone
42,45,land,stone
42,46,land,stone
42,47,land,stone
42,48,land,stone
42,49,land,stone
42,50,land,stone
42,51,land,stone
42,52,land,stone
42,53,land,stone
42,54,land,stone
42,55,land,stone
42,56,land,stone
42,57,land,stone
42,58,land,stone
42,59,land,stone
42,60,land,stone
42,61,land,stone
42,62,land,stone
42,63,land,stone
42,64,land,stone
42,65,land,stone
42,66,land,stone
42,67,land,stone
42,68,land,stone
42,69,land,stone
42,70,land,stone
42,71,land,default
42,72,land,default
42,73,land,default
42,74,land,default
42,75,land,default
42,76,land,default
42,77,land,default
42,78,land,default
42,79,land,default
42,80,land,default
42,81,land,default
42,82,land,default
42,83,land,default
42,84,land,default
42,85,sea,water
42,86,sea,water
42,87,sea,water
42,88,sea,water
42,89,sea,water
42,90,sea,water
42,91,sea,water
42,92,sea,water
42,93,sea,water
42,94,sea,water
42,95,land,default
42,96,land,default
42,97,land,default
42,98,land,default
42,99,land,default
43,0,land,default
43,1,land,default
43,2,land,default
43,3,land,default
43,4,land,default
43,5,land,default
43,6,land,default
43,7,land,default
43,8,land,default
43,9,land,default
43,10,land,default
43,11,land,default
43,12,land,default
43,13,land,default
43,14,land,default
43,15,land,default
43,16,land,default
43,17,land,default
43,18,land,default
43,19,land,default
43,20,land,default
43,21,land,default
43,22,land,default
43,23,sea,water
43,24,sea,water
43,25,sea,water
43,26,sea,water
43,27,sea,water
43,28,sea,water
43,29,sea,water
43,30,sea,water
43,31,sea,water
43,32,sea,water
43,33,land,stone
43,34,land,stone
43,35,land,stone
43,36,land,stone
43,37,land,stone
43,38,land,stone
43,39,land,stone
43,40,land,stone
43,41,land,stone
43,42,land,stone
43,43,land,stone
43,44,land,stone
43,45,land,stone
43,46,land,stone
43,47,land,stone
43,48,land,stone
43,49,land,stone
43,50,land,stone
43,51,land,stone
43,52,land,stone
43,53,land,stone
43,54,land,stone
43,55,land,stone
43,56,land,stone
43,57,land,stone
43,58,land,stone
43,59,land,stone
43,60,land,stone
43,61,land,stone
43,62,land,stone
43,63,land,stone
43,64,land,stone
43,65,land,stone
43,66,land,stone
43,67,land,stone
43,68,land,stone
43,69,land,stone
43,70,land,stone
43,71,land,default
43,72,land,default
43,73,land,default
43,74,land,default
43,75,land,default
43,76,land,default
43,77,land,default
43,78,land,default
43,79,land,default
43,80,land,default
43,81,land,default
43,82,land,default
43,83,land,default
43,84,land,default
43,85,land,default
43,86,sea,water
43,87,sea,water
43,88,sea,water
43,89,sea,water
43,90,sea,water
43,91,sea,water
43,92,sea,water
43,93,sea,water
43,94,sea,water
43,95,sea,water
43,96,land,default
43,97,land,default
43,98,land,default
43,99,land,default
44,0,land,default
44,1,land,default
44,2,land,default
44,3,land,default
44,4,land,default
44,5,land,default
44,6,land,default
44,7,land,default
44,8,land,default
44,9,land,default
44,10,land,default
44,11,land,default
44,12,land,default
44,13,land,default
44,14,land,default
44,15,land,default
44,16,land,default
44,17,land,default
44,18,land,default
44,19,land,default
44,20,land,default
44,21,land,default
44,22,sea,water
44,23,sea,water
44,24,sea,water
44,25,sea,water
44,26,sea,water
44,27,sea,water
44,28,sea,water
44,29,sea,water
44,30,sea,water
44,31,sea,water
44,32,land,stone
44,33,land,stone
44,34,land,stone
44,35,land,stone
44,36,land,stone
44,37,land,stone
44,38,land,stone
44,39,land,stone
44,40,land,stone
44,41,land,stone
44,42,land,stone
44,43,land,stone
44,44,land,stone
44,45,land,stone
44,46,land,stone
44,47,land,stone
44,48,land,stone
44,49,land,stone
44,50,land,stone
44,51,land,stone
44,52,land,stone
44,53,land,stone
44,54,land,stone
44,55,land,stone
44,56,land,stone
44,57,land,stone
44,58,land,stone
44,59,land,stone
44,60,land,stone
44,61,land,stone
44,62,land,stone
44,63,land,stone
44,64,land,stone
44,65,land,stone
44,66,land,stone
44,67,land,stone
44,68,land,stone
44,69,land,stone
44,70,land,stone
44,71,land,stone
44,72,land,default
44,73,land,default
44,74,land,default
44,75,land,default
44,76,land,default
44,77,land,default
44,78,land,default
44,79,land,default
44,80,land,default
44,81,land,default
44,82,land,default
44,83,land,default
44,84,land,default
44,85,land,default
44,86,land,default
44,87,sea,water
44,88,sea,water
44,89,sea,water
44,90,sea,water
44,91,sea,water
44,92,sea,water
44,93,sea,water
44,94,sea,water
44,95,sea,water
44,96,sea,water
44,97,land,default
44,98,land,default
44,99,land,default
45,0,land,default
45,1,land,default
45,2,land,default
45,3,land,default
45,4,land,default
45,5,land,default
45,6,land,default
45,7,land,default
45,8,land,default
45,9,land,default
45,10,land,default
45,11,land,default
45,12,land,default
45,13,land,default
45,14,land,default
45,15,land,default
45,16,land,default
45,17,land,default
45,18,land,default
45,19,land,default
45,20,land,default
45,21,land,default
45,22,sea,water
45,23,sea,water
45,24,sea,water
45,25,sea,water
45,26,sea,water
45,27,sea,water
45,28,sea,water
45,29,sea,water
45,30,sea,water
45,31,land,default
45,32,land,stone
45,33,land,stone
45,34,land,stone
45,35,land,stone
45,36,land,stone
45,37,land,stone
45,38,land,stone
45,39,land,stone
45,40,land,stone
45,41,land,stone
45,42,land,stone
45,43,land,stone
45,44,land,stone
45,45,land,stone
45,46,land,stone
45,47,land,stone
45,48,land,stone
45,49,land,stone
45,50,land,stone
45,51,land,stone
45,52,land,stone
45,53,land,stone
45,54,land,stone
45,55,land,stone
45,56,land,stone
45,57,land,stone
45,58,land,stone
45,59,land,stone
45,60,land,stone
45,61,land,stone
45,62,land,stone
45,63,land,stone
45,64,land,stone
45,65,land,stone
45,66,land,stone
45,67,land,stone
45,68,land,stone
45,69,land,stone
45,70,land,stone
45,71,land,stone
45,72,land,default
45,73,land,default
45,74,land,default
45,75,land,default
45,76,land,default
45,77,land,default
45,78,land,default
45,79,land,default
45,80,land,default
45,81,land,default
45,82,land,default
45,83,land,default
45,84,land,default
45,85,land,default
45,86,land,default
45,87,sea,water
45,88,sea,water
45,89,sea,water
45,90,sea,water
45,91,sea,water
45,92,sea,water
45,93,sea,water
45,94,sea,water
45,95,sea,water
45,96,sea,water
45,97,sea,water
45,98,land,default
45,99,land,default
46,0,land,default
46,1,land,default
46,2,land,default
46,3,land,default
46,4,land,default
46,5,land,default
46,6,land,default
46,7,land,default
46,8,land,default
46,9,land,default
46,10,land,default
46,11,land,default
46,12,land,default
46,13,land,default
46,14,land,default
46,15,land,default
46,16,land,default
46,17,land,default
46,18,land,default
46,19,land,default
46,20,land,default
46,21,sea,water
46,22,sea,water
46,23,sea,water
46,24,sea,water
46,25,sea,water
46,26,sea,water
46,27,sea,water
46,28,sea,water
46,29,sea,water
46,30,sea,water
46,31,land,default
46,32,land,stone
46,33,land,stone
46,34,land,stone
46,35,land,stone
46,36,land,stone
46,37,land,stone
46,38,land,stone
46,39,land,stone
46,40,land,stone
46,41,land,stone
46,42,land,stone
46,43,land,stone
46,44,land,stone
46,45,land,stone
46,46,land,stone
46,47,land,stone
46,48,land,stone
46,49,land,stone
46,50,land,stone
46,51,land,stone
46,52,land,stone
46,53,land,stone
46,54,land,stone
46,55,land,stone
46,56,land,stone
46,57,land,stone
46,58,land,stone
46,59,land,stone
46,60,land,stone
46,61,land,stone
46,62,land,stone
46,63,land,stone
46,64,land,stone
46,65,land,stone
46,66,land,stone
46,67,land,stone
46,68,land,stone
46,69,land,stone
46,70,land,stone
46,71,land,stone
46,72,land,default
46,73,land,default
46,74,land,default
46,75,land,default
46,76,land,default
46,77,land,default
46,78,land,default
46,79,land,default
46,80,land,default
46,81,land,default
46,82,land,default
46,83,land,default
46,84,land,default
46,85,land,default
46,86,sea,water
46,87,sea,water
46,88,sea,water
46,89,sea,water
46,90,sea,water
46,91,sea,water
46,92,sea,water
46,93,sea,water
46,94,sea,water
46,95,sea,water
46,96,sea,water
46,97,sea,water
46,98,land,default
46,99,land,default
47,0,land,default
47,1,land,default
47,2,land,default
47,3,land,default
47,4,land,default
47,5,land,default
47,6,land,default
47,7,land,default
47,8,land,default
47,9,land,default
47,10,land,default
47,11,land,default
47,12,land,default
47,13,land,default
47,14,land,default
47,15,land,default
47,16,land,default
47,17,land,default
47,18,land,default
47,19,land,default
47,20,sea,water
47,21,sea,water
47,22,sea,water
47,23,sea,water
47,24,sea,water
47,25,sea,water
47,26,sea,water
47,27,sea,water
47,28,sea,water
47,29,sea,water
47,30,land,default
47,31,land,default
47,32,land,stone
47,33,land,stone
47,34,land,stone
47,35,land,stone
47,36,land,stone
47,37,land,stone
47,38,land,stone
47,39,land,stone
47,40,land,stone
47,41,land,stone
47,42,land,stone
47,43,land,stone
47,44,land,stone
47,45,land,stone
47,46,land,stone
47,47,land,stone
47,48,land,stone
47,49,land,stone
47,50,land,stone
47,51,land,stone
47,52,land,stone
47,53,land,stone
47,54,land,stone
47,55,land,stone
47,56,land,stone
47,57,land,stone
47,58,land,stone
47,59,land,stone
47,60,land,stone
47,61,land,stone
47,62,land,stone
47,63,land,stone
47,64,land,stone
47,65,land,stone
47,66,land,stone
47,67,land,stone
47,68,land,stone
47,69,land,stone
47,70,land,stone
47,71,land,stone
47,72,land,default
47,73,land,default
47,74,land,default
47,75,land,default
47,76,land,default
47,77,land,default
47,78,land,default
47,79,land,default
47,80,land,default
47,81,land,default
47,82,land,default
47,83,land,default
47,84,land,default
47,85,land,default
47,86,sea,water
47,87,sea,water
47,88,sea,water
47,89,sea,water
47,90,sea,water
47,91,sea,water
47,92,sea,water
47,93,sea,water
47,94,sea,water
47,95,sea,water
47,96,sea,water
47,97,sea,water
47,98,sea,water
47,99,land,default
48,0,land,default
48,1,land,default
48,2,land,default
48,3,land,default
48,4,land,default
48,5,land,default
48,6,land,default
48,7,land,default
48,8,land,default
48,9,land,default
48,10,land,default
48,11,land,default
48,12,land,default
48,13,land,default
48,14,land,default
48,15,land,default
48,16,land,default
48,17,land,default
48,18,land,default
48,19,land,default
48,20,sea,water
48,21,sea,water
48,22,sea,water
48,23,sea,water
48,24,sea,water
48,25,sea,water
48,26,sea,water
48,27,sea,water
48,28,sea,water
48,29,land,default
48,30,land,default
48,31,land,default
48,32,land,stone
48,33,land,stone
48,34,land,stone
48,35,land,stone
48,36,land,stone
48,37,land,stone
48,38,land,stone
48,39,land,stone
48,40,land,stone
48,41,land,stone
48,42,land,stone
48,43,land,stone
48,44,land,stone
48,45,land,stone
48,46,land,stone
48,47,land,stone
48,48,land,stone
48,49,land,stone
48,50,land,stone
48,51,land,stone
48,52,land,stone
48,53,land,stone
48,54,land,stone
48,55,land,stone
48,56,land,stone
48,57,land,stone
48,58,land,stone
48,59,land,stone
48,60,land,stone
48,61,land,stone
48,62,land,stone
48,63,land,stone
48,64,land,stone
48,65,land,stone
48,66,land,stone
48,67,land,stone
48,68,land,stone
48,69,land,stone
48,70,land,stone
48,71,land,stone
48,72,land,default
48,73,land,default
48,74,land,default
48,75,land,default
48,76,land,default
48,77,land,default
48,78,land,default
48,79,land,default
48,80,land,default
48,81,land,default
48,82,land,default
48,83,land,default
48,84,land,default
48,85,sea,water
48,86,sea,water
48,87,sea,water
48,88,sea,water
48,89,sea,water
48,90,sea,water
48,91,sea,water
48,92,sea,water
48,93,sea,water
48,94,sea,water
48,95,sea,water
48,96,sea,water
48,97,sea,water
48,98,sea,water
48,99,land,default
49,0,land,default
49,1,land,default
49,2,land,default
49,3,land,default
49,4,land,default
49,5,land,default
49,6,land,default
49,7,land,default
49,8,land,default
49,9,land,default
49,10,land,default
49,11,land,default
49,12,land,default
49,13,land,default
49,14,land,default
49,15,land,default
49,16,land,default
49,17,land,default
49,18,land,default
49,19,sea,water
49,20,sea,water
49,21,sea,water
49,22,sea,water
49,23,sea,water
49,24,sea,water
49,25,sea,water
49,26,sea,water
49,27,sea,water
49,28,sea,water
49,29,land,default
49,30,land,default
49,31,land,default
49,32,land,stone
49,33,land,stone
49,34,land,stone
49,35,land,stone
49,36,land,stone
49,37,land,stone
49,38,land,stone
49,39,land,stone
49,40,land,stone
49,41,land,stone
49,42,land,stone
49,43,land,stone
49,44,land,stone
49,45,land,stone
49,46,land,stone
49,47,land,stone
49,48,land,stone
49,49,land,stone
49,50,land,stone
49,51,land,stone
49,52,land,stone
49,53,land,stone
49,54,land,stone
49,55,land,stone
49,56,land,stone
49,57,land,stone
49,58,land,stone
49,59,land,stone
49,60,land,stone
49,61,land,stone
49,62,land,stone
49,63,land,stone
49,64,land,stone
49,65,land,stone
49,66,land,stone
49,67,land,stone
49,68,land,stone
49,69,land,stone
49,70,land,stone
49,71,land,stone
49,72,land,default
49,73,land,default
49,74,land,default
49,75,land,default
49,76,land,default
49,77,land,default
49,78,land,default
49,79,land,default
49,80,land,default
49,81,land,default
49,82,land,default
49,83,land,default
49,84,land,default
49,85,sea,water
49,86,sea,water
49,87,sea,water
49,88,sea,water
49,89,land,default
49,90,land,default
49,91,sea,water
49,92,sea,water
49,93,sea,water
49,94,sea,water
49,95,sea,water
49,96,sea,water
49,97,sea,water
49,98,sea,water
49,99,sea,water
50,0,land,default
50,1,land,default
50,2,land,default
50,3,land,default
50,4,land,default
50,5,land,default
50,6,land,default
50,7,land,default
50,8,land,default
50,9,land,default
50,10,land,default
50,11,land,default
50,12,land,default
50,13,land,default
50,14,land,default
50,15,land,default
50,16,land,default
50,17,land,default
50,18,sea,water
50,19,sea,water
50,20,sea,water
50,21,sea,water
50,22,sea,water
50,23,sea,water
50,24,sea,water
50,25,sea,water
50,26,sea,water
50,27,sea,water
50,28,land,default
50,29,land,default
50,30,land,default
50,31,land,default
50,32,land,stone
50,33,land,stone
50,34,land,stone
50,35,land,stone
50,36,land,stone
50,37,land,stone
50,38,land,stone
50,39,land,stone
50,40,land,stone
50,41,land,stone
50,42,land,stone
50,43,land,stone
50,44,land,stone
50,45,land,stone
50,46,land,stone
50,47,land,stone
50,48,land,stone
50,49,land,stone
50,50,land,stone
50,51,land,stone
50,52,land,stone
50,53,land,stone
50,54,land,stone
50,55,land,stone
50,56,land,stone
50,57,land,stone
50,58,land,stone
50,59,land,stone
50,60,land,stone
50,61,land,stone
50,62,land,stone
50,63,land,stone
50,64,land,stone
50,65,land,stone
50,66,land,stone
50,67,land,stone
50,68,land,stone
50,69,land,stone
50,70,land,stone
50,71,land,stone
50,72,land,default
50,73,land,default
50,74,land,default
50,75,land,default
50,76,land,default
50,77,land,default
50,78,land,default
50,79,land,default
50,80,land,default
50,81,land,default
